time_sec,zeta_ema,b_ema,u
1757140680.5390887,2.2437367599402114,-9.55886274917707,9.631052237629076
1757140680.6985815,2.111734170032991,-6.586099970604934,9.752044563854433
1757140680.8582149,2.14952339470166,-9.673209614408671,9.468828325755638
1757140681.0124388,2.1681365356126343,-12.211120674520757,9.204035503084434
1757140681.16493,2.44429012696097,-12.58337895277592,10.045855637525301
1757140681.3247063,2.5820217284773013,-16.735382185312908,9.905961275506982
1757140681.4832623,2.7568097020738827,-20.898613076047262,9.873696709286797
1757140681.6375093,2.6302245892858336,-17.606521129215114,10.055235584233122
1757140681.8022656,2.926926383960946,-21.726195072754358,10.40319198192125
1757140681.9610703,3.2336080284012043,-25.63988531911664,10.813675999432675
1757140682.124596,3.6270759900945473,-29.357891053160806,11.524637148122594
1757140682.280851,3.791744796485816,-28.528104467879473,12.235520884773651
1757140682.440106,4.321095430501857,-32.1016992444855,13.39567349323453
1757140682.5957227,4.105802143843725,-28.17021981967578,13.444451956962231
1757140682.7574542,4.749628266662525,-31.76170882869199,14.965032514278924
1757140682.9091365,4.901667641522148,-31.200667015950017,15.632026258023924
1757140683.0632424,5.086946293290034,-31.02699001891228,16.350128056570234
1757140683.2229207,5.189624005900618,-30.2135939424204,16.927021023568052
1757140683.383504,5.98626568081921,-33.70291424529938,18.96623022161164
1757140683.5363886,6.07342710152068,-33.02067790727148,19.499085349409178
1757140683.68642,6.137347604354803,-32.20354474967035,19.983212272602934
1757140683.8394651,5.805137065295929,-28.040370113810365,19.779531639957042
1757140683.9930086,5.53415065296722,-24.449950767360566,19.67063337174959
1757140684.155,6.627597310382336,-28.227453228992538,22.59560126499133
1757140684.3060336,6.638437226738829,-27.432863423530456,22.94617650979581
1757140684.4570217,6.668293433944368,-26.841237580616262,23.325529517009578
1757140684.6104388,6.647670825006548,-25.857415900674496,23.616617939967657
1757140684.764413,6.381804839469875,-22.793207977955223,23.48044504425302
1757140684.9304047,7.7065386026233345,-26.65354757905746,27.140091842376375
1757140685.0934343,9.047257090277812,-30.320870200104586,30.91906896034476
1757140685.257212,10.34489423576392,-33.80482669009936,34.64379135108396
1757140685.4156854,9.522253825428361,-27.23050599463248,33.485236699773864
1757140685.5791988,8.674288926973103,-20.868980694900856,32.20758385213113
1757140685.752487,9.990574480624447,-24.82553166015581,35.942005615658424
1757140685.9032578,9.572211040511606,-21.934414722228585,35.44005070312343
1757140686.0603902,8.724477411093448,-15.837693986117156,34.12288205998429
1757140686.2144196,8.660144180797564,-15.913935393073503,34.221328721274
1757140686.3743165,9.977136971757686,-20.118238623419828,37.900285149067784
1757140686.525614,9.521241666968248,-17.12904193272735,37.30876716930929
1757140686.6787689,9.413101126741171,-17.106719455689372,37.31530617115122
1757140686.8318346,8.977729147167267,-14.203899466486446,36.76104672351342
1757140686.9853687,8.5310103678745,-11.172967798826184,36.181518630900904
1757140687.1438851,9.854459849480776,-15.614319408884874,39.84525947042167
1757140687.2971323,9.750426351139732,-15.935213526789019,39.828030639791194
1757140687.4595678,10.804265125745832,-20.138452850449568,42.7568588821851
1757140687.6211293,11.600527432507857,-24.13153020792709,44.96655426445751
1757140687.7818363,12.311023826995743,-27.924953697530732,46.96747858558889
1757140687.9395783,12.149293102641195,-28.103914009022603,46.879175863439094
1757140688.095376,11.91791308515104,-27.601376771095886,46.670916580880096
1757140688.2616258,12.552129792801448,-31.22130793254109,48.487383290598466
1757140688.425309,13.166586253295653,-34.66024253591404,50.28278273171144
1757140688.5868773,13.79532912233253,-37.92723040911833,52.159595258334406
1757140688.742559,12.875657656946188,-31.832852149770808,50.753937531472175
1757140688.9044394,11.877049539685732,-25.241209542282267,49.17641595366857
1757140689.0568066,11.675188081950408,-25.02834502235199,48.999805076800904
1757140689.2119198,11.457837669666548,-24.596084608697765,48.80926564495263
1757140689.3759518,10.648293864910942,-19.0825763835119,47.60518198535724
1757140689.537415,10.541183918293202,-19.461403401586058,47.61315014908479
1757140689.696249,10.415942282574465,-19.603168303070476,47.59012982761803
1757140689.8580725,11.171133556507264,-23.62300988791695,49.6576109664379
1757140690.0126839,10.978804958477738,-23.253498130245955,49.51559783710239
1757140690.170938,11.638845747693743,-27.090823223733658,51.32702267887072
1757140690.3308964,12.209166529461887,-30.736282062546973,52.917944114125504
1757140690.4910727,12.763476040513206,-34.19946795941962,54.50403450642736
1757140690.6516025,12.154349462413137,-30.388713692918365,53.674981915369536
1757140690.8123748,12.683563313297606,-33.869278008272445,55.18230866462908
1757140690.9746077,13.129278832019931,-37.17581410785882,56.480630068085894
1757140691.144559,13.447727057014394,-40.31702340246588,57.45050860657204
1757140691.3054342,13.589795736512306,-41.59398381681524,58.14808908408652
1757140691.4657302,13.702597686289472,-42.377400318113146,58.833196939896645
1757140691.619299,13.482340639041649,-41.89746386543991,58.68142684724705
1757140691.7779992,13.584548022296476,-44.80259067216791,59.00255705111765
1757140691.9392898,13.646647096325085,-47.56246113855951,59.22923916440298
1757140692.0974445,12.644198722259867,-40.18433808163154,57.74910058853488
1757140692.2536683,11.663058379576437,-33.17512117754996,56.247778828729714
1757140692.4073868,11.501249502421956,-32.78015048091611,56.20060998565026
1757140692.5686793,11.707005394305252,-32.866850964682804,57.21060447449137
1757140692.7228074,11.523794502183982,-32.33422189835174,57.1226586360357
1757140692.874899,11.364503552175492,-31.959189041349195,57.07241318233454
1757140693.0386238,11.677236454858464,-33.142419889269526,58.24324016653117
1757140693.200381,11.835636471028504,-36.48529889480605,58.621867861724624
1757140693.3584769,12.020043831665921,-39.66103395006574,59.09543554030577
1757140693.5148456,11.06062625102165,-32.67798225256245,57.63314459205235
1757140693.6732635,10.157828064157213,-26.044083139934326,56.270567351749506
1757140693.8281965,9.74329833668864,-23.176823421871937,55.789544393537
1757140693.9837987,8.923881656510398,-17.01798225077834,54.56912793446918
1757140694.1363795,8.948543811096377,-17.87603146435026,54.82172145859807
1757140694.2969584,9.386402284146294,-21.982229891132747,55.85206023634955
1757140694.4546947,9.825432256151137,-25.88311839657611,56.92041749631036
1757140694.606788,9.75291760516609,-25.85114747812059,57.02937960403135
1757140694.7660296,10.195146145073801,-29.55859010421456,58.14698955378692
1757140694.9273777,10.682595716482219,-32.49649159265618,59.53399931934766
1757140695.0819626,10.2267427019651,-29.18111601815032,59.00255217813836
1757140695.2413788,10.656779010470359,-32.7220602172428,60.121013813023794
1757140695.3930829,10.519170806216067,-32.133707393300824,60.13450342568633
1757140695.555163,9.65029546731365,-25.52702202363578,58.85813614256733
1757140695.7181418,10.123814209878145,-29.25067092245399,60.073053734825464
1757140695.8828907,10.56278913353951,-32.78813737633129,61.2268932253914
1757140696.0363925,10.064997196975526,-29.03089908661629,60.62764610167646
1757140696.1879246,9.978987193846718,-28.818741835227367,60.724879876916695
1757140696.3493805,10.359087802873864,-32.36877382915936,61.685491995608835
1757140696.5067303,9.48591781557746,-25.750335137701388,60.38125208021068
1757140696.6598747,9.082848098437886,-22.704447599871493,59.93319062357544
1757140696.8232408,9.355261660846924,-24.30167913833495,60.843326128019505
1757140696.9847293,9.51721182701112,-24.545714787436268,61.627300221050675
1757140697.13822,8.8132593520012,-19.119367082122068,60.63090506962137
1757140697.2902956,8.842570234651385,-19.862710556629246,60.905592628389485
1757140697.4430895,8.847400789309807,-20.372828011891045,61.142784566459135
1757140697.5964284,8.493476913975481,-17.75080984127696,60.765890337990704
1757140697.7581625,8.428349443551364,-21.863269349213112,60.250214628992836
1757140697.9147534,8.353864787879228,-25.770105881752457,59.71734526696698
1757140698.0678422,8.39882141840409,-26.12001191884159,60.07118754711618
1757140698.2263534,8.285958351367247,-29.81401132289951,59.447689975577866
1757140698.3880286,8.152474628478144,-33.32331075675454,58.7830877487966
1757140698.5421622,8.21446607039408,-33.364952759810365,59.21504151859484
1757140698.7048397,8.035843801992478,-36.696705121819846,58.431590844967374
1757140698.8597598,7.8257375388070685,-39.596082359625335,57.59281416034906
1757140699.0123453,7.798817050187637,-38.386784957418605,57.917730182003034
1757140699.1682768,7.816052120072054,-37.626806881270085,58.31477888396972
1757140699.3289518,7.470758554424133,-38.12799159976762,57.42716755940198
1757140699.4830809,7.577403560510299,-38.00614898083881,57.98415398402601
1757140699.6393247,7.22655394620644,-37.98420819286865,57.14299942661998
1757140699.7946358,6.916880551970001,-38.281580577414665,56.36363506262679
1757140699.947775,7.096637386874553,-38.54885797859764,57.06073606688439
1757140700.1045449,6.405858695364382,-31.621415079667756,56.21660961699673
1757140700.2626731,5.737738469107516,-25.040344325684366,55.376730554014344
1757140700.4167652,5.494745231589067,-25.778089224878663,54.699120564613835
1757140700.5764642,4.892164756928254,-19.48918476363473,53.99112912120445
1757140700.7252927,5.1025165792014695,-20.06169636972179,54.6888134439355
1757140700.8765922,5.319782212567445,-20.76522184939244,55.39705578368886
1757140701.0280282,5.161602025660386,-18.270255472804166,55.45758666088183
1757140701.189463,4.98027107632248,-20.143276627081438,54.79298685591742
1757140701.3474293,4.802897489471078,-21.957368670361152,54.13507111652761
1757140701.5032995,5.106757246040004,-23.20132019076155,55.01384113583622
1757140701.6608994,4.920519406053983,-24.81357149537142,54.35828084491209
1757140701.8139467,5.230613068472231,-26.022346655954408,55.25759572750593
1757140701.9677315,5.464074003641149,-26.618866308935495,56.027406660666344
1757140702.1229656,5.2692121868800355,-28.297487583942818,55.34056920865143
1757140702.2760074,5.108073846022056,-25.369396804599194,55.44326869862596
1757140702.43644,5.324190005405524,-25.81059417017978,56.18726419887171
1757140702.5931132,5.106356692817399,-26.948935044251357,55.510237410363544
1757140702.7486439,5.406504127265274,-28.04397410136496,56.40205345282643
1757140702.903858,5.306787751353975,-25.70223081392977,56.61026558887634
1757140703.059314,5.130782660966452,-27.571416911172733,55.94769909610403
1757140703.2152057,5.424801093607217,-28.601144367310873,56.83094875124133
1757140703.3719811,5.263023955777899,-30.676206472675798,56.1805623417943
1757140703.526927,5.112830760079458,-32.75132139623439,55.55333145542819
1757140703.6778164,5.415931983687424,-33.58802748218439,56.47807168524736
1757140703.8291395,5.695829850140259,-34.28084786405661,57.3644658702067
1757140703.98113,5.602514714616431,-31.817677462964987,57.60644225005245
1757140704.138738,5.859686418460805,-32.505181231723476,58.441675727536484
1757140704.2975125,5.6629513560559825,-34.327694386934176,57.73475356727222
1757140704.453284,5.459023868628855,-35.70848145103473,57.058904818898526
1757140704.6088238,5.2660880365064635,-37.05645600671785,56.410627983367796
1757140704.764062,5.070200940389072,-38.134148114218874,55.78408188710894
1757140704.9144497,5.356098289686147,-38.5467159923214,56.70880484356155
1757140705.0691981,5.6231495992618985,-38.89022236342066,57.600748488733956
1757140705.2208638,5.514799920068609,-36.03804713697326,57.84430331250415
1757140705.3737133,5.407628868996208,-33.28897595306771,58.078191485819495
1757140705.5241907,5.699824339380016,-34.1195930352361,58.98042594800593
1757140705.679011,5.553254550614598,-31.20915066451067,59.131827443150925
1757140705.8326569,5.801919719202032,-31.838473366575663,59.94513529317339
1757140705.9866447,5.6089898244456196,-33.94199075354473,59.20141276245954
1757140706.141078,4.976790770006175,-27.24489121586749,58.44891503971416
1757140706.2971194,4.802489498164649,-29.163132189742086,57.76875540539325
1757140706.451555,4.731708411337013,-26.763021921197364,58.04745407275097
1757140706.6011724,5.0720369197557575,-28.041678953494426,59.013930341600755
1757140706.7616103,4.938691247378657,-30.876650212118534,58.324811750253254
1757140706.9215393,4.799819548359638,-33.336612943822175,57.66446957932069
1757140707.0806043,4.66237625227329,-35.56565937182638,57.032448412444836
1757140707.2389102,4.5308465948567695,-37.68640670719014,56.42449713171919
1757140707.3941183,4.40038399610148,-39.672900885990785,55.82889733623668
1757140707.5500813,3.86664290107851,-32.68925584169124,55.36227178420191
1757140707.7110078,3.7491048508255336,-34.48616702726781,54.82158353940916
1757140707.86961,3.6334693965018015,-36.09383232397571,54.30603333978105
1757140708.0211844,3.661471119509658,-33.67976589851179,54.82707108731161
1757140708.1778443,3.4589294691256627,-33.48188762327003,54.31903885179316
1757140708.3407142,3.223957275788322,-32.48026786483297,53.829515595532456
1757140708.4948955,2.7180711156808517,-25.856254471591317,53.360398869923344
1757140708.6493304,3.1713682473052565,-27.28551263271634,54.575666998198514
1757140708.8056812,2.9055158731670745,-25.425671109814655,54.1209605139221
1757140708.9625084,2.4295593515500413,-19.15438755432392,53.69148611292815
1757140709.1228812,2.2340614571861166,-18.17375776197159,53.305230242325926
1757140709.2802677,2.0730705734051416,-17.603246553484215,52.95477198012852
1757140709.436482,1.942476621484686,-17.476167597926093,52.62378726624928
1757140709.595144,1.5063333011221216,-11.602359218029786,52.23316870038662
1757140709.7567742,1.436837673358496,-12.252413986620484,51.96047449630963
1757140709.9157333,1.0409264089303782,-6.639793287289459,51.64280807123832
1757140710.0738578,0.6599807287807953,-1.307803622924986,51.32327462477201
1757140710.229957,0.30249486449141366,3.7575865582212633,51.02976282539011
1757140710.3849778,0.32854224422216527,1.6722090995118601,50.81107193763938
1757140710.5382996,0.35944742182600603,-0.4679178120677372,50.595644187420326
1757140710.6923358,0.3857495179645488,-2.4486692603315383,50.38758067168294
1757140710.8487408,0.3918616405455923,-3.9380518220952347,50.19013290091666
1757140711.0035768,0.9596786270302755,-6.4152308426237745,51.54673952453603
1757140711.1572478,0.9155955421451838,-7.25330280421573,51.31002251331832
1757140711.312178,1.4679804188160008,-9.673386267825745,52.642286489771394
1757140711.468885,1.0809912050804007,-4.1897169544344575,52.33801356200394
1757140711.6220167,1.0252862608595175,-5.0131908540271874,52.077032856345696
1757140711.773534,1.2264399413620737,-4.515568072609702,52.793040886467956
1757140711.9287846,1.190002077334875,-5.690642921390106,52.54260817798772
1757140712.0806494,1.7301943181336585,-8.188684666006637,53.838625309779246
1757140712.2353666,1.7111807648799449,-9.897634603238531,53.57228811928707
1757140712.3885846,2.2194117809572367,-12.145532032622503,54.82154542655894
1757140712.5405293,2.2251654565311094,-14.669768645102705,54.475031072827925
1757140712.6932478,2.2442284718133796,-17.368414078204015,54.127423303709534
1757140712.845984,2.279017706734826,-20.23425355190612,53.80191508741856
1757140712.9998908,2.4047766516822033,-18.82112938863882,54.39116054675079
1757140713.1545234,2.4047955543504735,-21.186363354997894,54.036432159801734
1757140713.3097322,1.9542613344561308,-15.127045187247997,53.59372722528119
1757140713.4660804,1.535114342104662,-9.370692927885598,53.19973908713115
1757140713.6205404,1.1353766236948024,-3.9021582814913174,52.82080612886071
1757140713.7771447,0.7434839197531042,1.2929496325832486,52.4243942041468
1757140713.9353905,0.3883201121397776,6.228302150954086,52.09920565906245
1757140714.0872607,0.36470403916165867,5.156540010859384,51.867593119113884
1757140714.2380443,0.327615180255963,4.407505935197396,51.6439714310475
1757140714.3893325,0.2988425373632648,3.609819647150295,51.43800055916234
1757140714.540252,0.2992853542783848,2.338688406003718,51.248659323735716
1757140714.6925905,0.32862030164281947,0.6631084511881513,51.08532717260668
1757140714.8471153,-0.05008860269103055,5.629953028628743,50.69422714622122
1757140714.9979286,0.23965797775022268,5.331665712869207,51.51872379018105
1757140715.149793,0.31930877422670995,2.615986129007973,51.35032424203133
1757140715.3029675,0.5899053252996151,2.4848922656231878,52.142449815742324
1757140715.4566479,0.6119269018767364,0.8531032301923698,51.963746190159064
1757140715.6098385,1.2029324244586808,-2.133230024273792,53.288812769734974
1757140715.7641299,1.175567651547171,-3.262780109058638,53.037285938282714
1757140715.9192379,0.7881285662644288,1.9003588963942941,52.64943953325243
1757140716.0740654,0.7329892595046283,1.5921996055967962,52.437797719353405
1757140716.2260778,0.6567053333383646,1.7184509076655892,52.22788363616493
1757140716.3827617,0.2672400274563584,6.63252836228231,51.796599336711424
1757140716.5354488,0.8668700743470903,3.408231694229229,53.11184497717566
1757140716.6873078,0.7433163498159845,4.375026759298041,52.88620306334266
1757140716.8372588,0.9974476819833884,4.123873978805368,53.61092414277097
1757140716.9874263,0.879199322990649,4.85821115221007,53.36632964180346
1757140717.1442544,0.5156824053182893,9.615300594599567,52.9893423051448
1757140717.2954195,0.4134306875677862,10.191691841572469,52.76904583893923
1757140717.4472601,0.40138159612033375,9.724162531490572,52.66276916808459
1757140717.5999894,0.515838792902757,7.473989942635771,52.66861487010364
1757140717.7669418,0.5114118401541341,5.96141505640486,52.42844777892313
1757140717.9284382,1.08025347959174,2.9526433148150852,53.68365693599748
1757140718.0803437,1.198711518273896,-0.36918299612830596,53.54075710540244
1757140718.2344131,1.7205137467730431,-2.913674171334098,54.724490114619016
1757140718.3876088,1.8074211610884436,-6.296689956175596,54.477759989838994
1757140718.5441132,1.344967964972498,-0.981855458366816,53.88762557616247
1757140718.6947591,1.8428951000185507,-3.3443833977287487,55.02702779039634
1757140718.846381,2.043336409356307,-3.222923440813045,55.646570711946964
1757140719.0029125,2.1764797857650175,-2.5981266607096485,56.139720358188605
1757140719.1596332,2.1567516929592343,-5.487827299414889,55.647080983965466
1757140719.3197236,2.0937854624143606,-7.173183630366996,55.205378842688035
1757140719.4739037,1.7354409940574365,-1.8145244488486458,54.934144314845014
1757140719.632909,1.2507655734973258,3.2762017735937867,54.243726986531044
1757140719.7848592,0.8000951756436875,8.112391684914098,53.617144279668175
1757140719.940096,0.38518838305565584,12.706772100668392,53.06158096426723
1757140720.091792,0.10253088879911326,17.07143349563497,52.86830769074258
1757140720.2439332,-0.15173324795651624,21.21786182085322,52.72747952925843
1757140720.3940787,-0.5136574984538931,25.156968729810558,52.23257281410991
1757140720.549579,-0.8620192087591647,28.899120293320028,51.74881041772051
1757140720.7056754,-1.2318000995174954,32.45416427865403,51.17272434324562
1757140720.8609655,-1.5396152211132759,35.83145606472132,50.75587274636837
1757140721.0154543,-2.2220318714040475,39.03988326148526,49.17945710258989
1757140721.171455,-3.0450036306475656,42.08788909841099,47.13105840566951
1757140721.3247817,-2.3019552618593275,37.351792983334185,48.63314070717046
1757140721.4813824,-1.5608812223686557,32.49474792034911,50.13030627515455
1757140721.6423678,-1.8596576778365266,35.870010524331654,49.737604755338694
1757140721.80001,-2.145275844321592,39.07650999811507,49.354177346866564
1757140721.956709,-2.419873858021345,42.12268449820932,48.975017710303966
1757140722.1122262,-2.6746619396411515,45.01655027329885,48.62825313746949
1757140722.2699013,-2.954343702430822,47.7657227596339,48.17927141494146
1757140722.4285274,-3.1831263370648353,50.37743662165221,47.85834038957586
1757140722.5881643,-3.411867678559677,52.858564790569595,47.513597386564285
1757140722.737252,-4.488825926559183,55.215636551041115,44.57188433659228
1757140722.894427,-4.640155032185875,57.454854723489056,44.38432650909484
1757140723.045987,-5.692189734342451,59.5821119873146,41.444498604270784
1757140723.203943,-5.742685595258689,61.60300638794887,41.49101598776216
1757140723.3569183,-6.6303836595509305,63.52285606855142,38.98380325818725
1757140723.511935,-6.0391091512560005,60.551188620272164,40.19516836556997
1757140723.6757874,-6.07678239013485,62.52362918925855,40.25714928577075
1757140723.8335965,-6.106558597509516,64.39744772979563,40.33500062660637
1757140723.9854712,-6.815861557526619,66.17757534330585,38.34095929968673
1757140724.1431715,-6.809823590390949,67.86869657614055,38.47805448259733
1757140724.294187,-7.453888513624087,69.47526174733352,36.63656792352346
1757140724.445065,-8.057142803152843,71.00149865996684,34.885740059730566
1757140724.5983932,-8.607354014740805,72.4514237269685,33.26153668613857
1757140724.7553356,-8.405331469719707,73.026253587373,33.76729667530399
1757140724.9068782,-7.7993657552081785,70.16045621638447,34.992731806317835
1757140725.0593798,-8.28735328562404,71.65243340556525,33.573193795207054
1757140725.2098494,-8.728884955296696,73.06981173528698,32.2702854948639
1757140725.3627105,-9.13964472517102,74.41632114852263,31.032908619380773
1757140725.5179362,-9.016889049505119,75.69550509109649,31.390006051239297
1757140725.6765573,-8.900789336562335,76.91072983654166,31.7201196866473
1757140725.828996,-8.764414811521938,78.00133340513938,32.10746905956163
1757140725.9864345,-8.666051100860697,79.1012667348824,32.382121562929385
1757140726.14385,-8.565398396663,80.14620339813828,32.66141632780328
1757140726.296548,-8.450851611824357,81.12748308724015,32.98448925464902
1757140726.4519148,-8.445499582990951,80.7148871616379,32.76743680010664
1757140726.608117,-8.449206077764131,80.32737812460093,32.52503563617767
1757140726.760753,-8.355358864391063,81.31100921837087,32.790412000750464
1757140726.916506,-8.323251092680298,80.66594597058709,32.62293852670175
1757140727.0728357,-8.236511417265339,81.63264867205773,32.86579018874266
1757140727.2271428,-8.211426054074192,81.74614258122827,32.7989579218465
1757140727.378411,-8.16289214780145,81.74829963978893,32.79076476067476
1757140727.5279877,-7.513119918760682,77.97055520147012,34.03826266349812
1757140727.6834557,-7.432006044709855,77.092152449026,34.010811374897436
1757140727.844434,-7.390553175755306,78.2375448265747,34.166985135743396
1757140728.0050051,-7.247362878303295,76.43980809580505,34.189384621704946
1757140728.161811,-7.070947445493476,74.1142981559501,34.23788207187025
1757140728.3255217,-6.86155497949169,71.48840397645458,34.33761674265317
1757140728.4880445,-6.563462009278969,67.54610910760316,34.511100975063755
1757140728.646841,-6.582329061364764,69.16880365222299,34.573889983054855
1757140728.8050082,-6.266097676653516,64.75753801871461,34.74114510775975
1757140728.9603794,-6.284274845623879,66.51966111777888,34.836028498280584
1757140729.1173632,-5.965173618956122,61.563589637207315,34.93662272071174
1757140729.2768612,-5.585522935902603,55.720004881909446,35.08740083100594
1757140729.4390264,-5.635448988089712,57.93400463781397,35.158710305664634
1757140729.597469,-5.690632801273726,60.03730440592327,35.20212939488124
1757140729.7557287,-5.74709659215639,62.035439185627105,35.22780204857174
1757140729.9138472,-5.794923141866808,63.93366722634575,35.26635040913149
1757140730.095718,-5.267662417398284,55.736983865028456,35.5058365226884
1757140730.2701957,-5.340861504208118,57.95013467177703,35.51162359673457
1757140730.4423316,-5.418342144970612,60.052627938188174,35.490616069237
1757140730.606467,-5.490900260309667,62.04999654127876,35.474546412949266
1757140730.769602,-5.541086001192804,63.94749671421482,35.51302689994157
1757140730.9251885,-5.5961956549142915,65.75012187850407,35.52827346550773
1757140731.0825872,-5.661732251448667,67.46261578457887,35.498482856132036
1757140731.2393975,-5.71643133585957,69.08948499534992,35.48974886671344
1757140731.395058,-5.770471805771608,70.63501074558242,35.472332126011835
1757140731.5516248,-5.818493468283016,72.1032602083033,35.46187048114925
1757140731.7092817,-5.848413039825836,73.49809719788813,35.495677554566605
1757140731.8669958,-5.435375391546244,65.71065495396051,35.481898131121056
1757140732.0219624,-4.9963083646180095,57.63806051497831,35.506299035295385
1757140732.1817987,-5.0758883359439935,59.75615748922939,35.50183391637683
1757140732.3395545,-5.1562471421845135,61.768349614767914,35.48104767962302
1757140732.496847,-5.235699179835419,63.679932134029514,35.44874231907096
1757140732.6573098,-4.786983910117482,55.49593552732804,35.486561237294
1757140732.8193295,-4.398710411556798,47.799015414169645,35.415544415881755
1757140732.9748037,-3.9713433600265042,46.03570749052232,36.36820016321842
1757140733.1345615,-3.7004606242933216,40.26054450674327,36.24717773302601
1757140733.29335,-3.4607689877510492,35.01224163138169,36.11112300074181
1757140733.4565997,-3.243285887951891,30.455623118233014,36.00986707717104
1757140733.613255,-3.04298387749938,26.19082936619099,35.90315537009781
1757140733.7734516,-3.232715172020102,29.88128789788144,35.817899738092265
1757140733.9321084,-3.406897513394683,33.38722350298737,35.75233623550752
1757140734.0849495,-3.5399072825003395,36.61809006526476,35.77263432963081
1757140734.2446306,-3.3277407284711096,31.898959243642143,35.63209473735814
1757140734.4046597,-3.1258653994726715,27.6059287390406,35.5239308674244
1757140734.5566993,-2.3469369080177143,23.195117394251657,37.15397073653909
1757140734.7092009,-1.6231803698525464,19.148991247134287,38.69293934515809
1757140734.8609495,-0.956198483012751,15.483909047753647,40.13721808367905
1757140735.0235033,-0.8971064665292735,12.305695384001217,39.82631313422542
1757140735.1746922,-0.27989382241728733,9.106587220025766,41.20471813771824
1757140735.328094,-0.03713824510410116,9.089472161087466,41.94642293855301
1757140735.4917128,-0.08277588140808495,7.649543421502331,41.605779963864094
1757140735.6533048,-0.12033985852450932,6.107680092437713,41.26928357187567
1757140735.807389,0.45367458999863997,3.2446272111678773,42.5855937059533
1757140735.967916,0.46481758121327704,0.5860951532828231,42.24007430710974
1757140736.126753,0.5184818811763559,-2.696483759044404,41.92391262162202
1757140736.2867758,0.6126111857266995,-6.547272440354879,41.640095355138655
1757140736.4391928,0.7994886325362508,-5.701677903267555,42.34716867289128
1757140736.6005085,0.8684334041908408,-9.379475859300467,42.01844237862975
1757140736.760855,0.9522819437705748,-13.195762076101069,41.70926394981232
1757140736.912939,1.5304953974701077,-15.582418102239863,43.11449014995229
1757140737.0695128,2.0658326194789263,-17.723315965438417,44.44554441230513
1757140737.2295487,2.1509735746980647,-21.837150167166495,44.126266724216286
1757140737.3820713,2.6301383053869896,-23.46514262676471,45.375113252488525
1757140737.5383575,3.069523962520594,-24.872023320438682,46.55356050823948
1757140737.695134,3.0709326511362027,-28.628422154416747,46.05861457263464
1757140737.85182,3.521778261011033,-30.08070580438634,47.27229699689041
1757140738.0067143,3.920927718855867,-31.18070665460892,48.39626531802591
1757140738.156647,4.309559935131701,-32.328537014017144,49.49091463485861
1757140738.310405,4.677658808339715,-33.3972357050033,50.55052541847243
1757140738.4626236,5.016541933520264,-34.30903991248995,51.55604131609664
1757140738.619076,4.929690433272168,-35.74596294738303,51.20284134418607
1757140738.7721984,4.902613851519448,-33.45573148855148,51.58878875924448
