time_sec,zeta_ema,b_ema,u,e_sum
1757143965.6592338,-13.953233021357494,82.00919111303952,-7.251900366991518,-6.1565245995483515
1757143965.8164368,-13.635055284664924,81.36806841041488,-7.06963116162649,-6.003846958228313
1757143965.9772267,-13.338962691940466,80.72015220302889,-6.900693220017939,-5.862279823939944
1757143966.1357212,-13.061621057015378,80.44367141782861,-6.738513583872695,-5.726373814329403
1757143966.2955484,-12.776954978377255,80.28455814417839,-6.570516049374765,-5.585631907746843
1757143966.453063,-12.506418896900714,80.40200443130541,-6.407643231468534,-5.449189404137303
1757143966.6121337,-12.20994221322511,80.03655318129776,-6.23498652342266,-5.304605574799577
1757143966.771159,-11.90139300619697,79.30735888404928,-6.059427551030789,-5.157622914257993
1757143966.933706,-11.545162076208777,77.73897389577942,-5.865321600160733,-4.995191299146595
1757143967.0926235,-11.183861566316184,75.64502294268968,-5.674437122427361,-4.835480553731195
1757143967.2514691,-10.772382995580177,72.85613565282448,-5.461756412957591,-4.657630141261843
1757143967.4116936,-10.34392712914925,69.64880307520033,-5.243887974184762,-4.475475533822622
1757143967.5723698,-9.900846043067993,66.04747907325,-5.0219445432042145,-4.289948230801497
1757143967.728683,-9.477243787940273,62.596193238140664,-4.809841491934357,-4.112659961588729
1757143967.8862007,-9.048929352115723,58.48058912738109,-4.602860640950921,-3.9396587847840503
1757143968.04494,-8.595796886876672,54.13515330657111,-4.383722714138375,-3.7565469103726246
1757143968.2051451,-8.115450007325089,48.98263777533679,-4.15791636502786,-3.5678986259091765
1757143968.3661065,-7.6139209285134,43.202578228488896,-3.9269028729162203,-3.374934681971811
1757143968.525796,-7.110302568874381,37.376489768114254,-3.695152912224047,-3.181386386756048
1757143968.683511,-6.633782942425749,31.659595897994674,-3.4783170796859615,-3.0002955122329276
1757143968.8435686,-6.163017264371081,26.068978316229703,-3.263396573810704,-2.8208188490232438
1757143969.0069485,-5.688421610789215,20.365792614529546,-3.0475088271447732,-2.640552879249312
1757143969.1709907,-5.21136265755383,14.347502983803068,-2.833896828376643,-2.4622062989388844
1757143969.3353052,-4.720376939303214,8.630127834612914,-2.608287544341788,-2.273887191305478
1757143969.4954581,-4.305049475223032,3.3183090954701573,-2.4231723100052136,-2.1193416466568142
1757143969.6560254,-3.9833006554650234,-0.47410858708655423,-2.2759525702561767,-1.9963914136033774
1757143969.8157775,-3.734555218529365,-3.095642034075,-2.1584669744920464,-1.8982340296054325
1757143969.9801393,-3.539148534055629,-5.109591621824375,-2.0656896073351416,-1.8206701832460583
1757143970.141626,-3.354693217059249,-6.546522891258059,-1.972541023200877,-1.742811837442205
1757143970.3011448,-3.173588368625701,-8.242176864493008,-1.8844922393772034,-1.6692159529577806
1757143970.4617698,-2.975129886135158,-10.504798131436814,-1.7928244162285543,-1.5926129243819471
1757143970.6251743,-2.717386489591462,-13.564899869152082,-1.675143748215385,-1.4943422434872518
1757143970.7907135,-2.477066843914379,-16.661097166954242,-1.5683389352874628,-1.405144393626732
1757143970.954133,-2.2250677593022785,-20.255313960828207,-1.4604849997120992,-1.3150870192594213
1757143971.1159358,-1.978736060370673,-24.064445006561208,-1.3585945952008918,-1.2300124802509487
1757143971.2744234,-1.7274140940449492,-27.79379416736596,-1.252734543767218,-1.1416449886961342
1757143971.4330568,-1.4734023576006057,-31.40410445899766,-1.1438179032753975,-1.0507422233902795
1757143971.5938735,-1.2274797754261417,-34.83389923604778,-1.037576613286615,-0.9620788800735487
1757143971.7571342,-1.009447018000965,-38.09220427424539,-0.9460012087118856,-0.8856455517429364
1757143971.9187407,-0.850246019868861,-40.64081252061612,-0.881198293434017,-0.8315311351405917
1757143972.0794587,-0.7189005477461912,-42.32178993047399,-0.8226885258614962,-0.7826681731778355
1757143972.2399094,-0.6156878878744456,-43.55571683714853,-0.7756873320451232,-0.7434011123087081
1757143972.402852,-0.5429131954479627,-44.349141856497155,-0.7416601135375244,-0.7149480162889529
1757143972.5640428,-0.47518270920614314,-44.81375644946331,-0.706707731210002,-0.6857289190977047
1757143972.7205842,-0.4069510164395463,-45.59013138638956,-0.6751884321712853,-0.6593768220836688
1757143972.8771105,-0.3436395376333313,-46.39594261949928,-0.6469708001114197,-0.6357791950116585
1757143973.0363834,-0.28387107023977054,-46.95216687371718,-0.6178817955032343,-0.6114572038570572
1757143973.1998541,-0.23247695854220463,-47.48686386602986,-0.5935583206906484,-0.5911071179314009
1757143973.3597212,-0.18868662661679575,-47.84772880261118,-0.571706074547388,-0.5728206013345096
1757143973.520606,-0.14424460390259414,-48.25635230358169,-0.5500335821577709,-0.554685824987114
1757143973.6826112,-0.12150270388620207,-48.48714106505056,-0.539246302303612,-0.5456227625936066
1757143973.8473966,-0.09576216055743152,-48.67429657741082,-0.5261359433607528,-0.534624046052824
1757143974.01385,-0.08827563496284327,-48.65674214130151,-0.5215217132008535,-0.5307052388944367
1757143974.176055,-0.0799621384914717,-48.59809193151426,-0.5159151253262741,-0.5259619885608785
1757143974.3387012,-0.09373900090626884,-47.95814667026569,-0.5165875245622136,-0.5264509671557913
1757143974.5016766,-0.140743094237878,-46.67953121449899,-0.5295341391315823,-0.5371668592639289
1757143974.6664305,-0.1761083440727218,-45.39922744430138,-0.535478948322147,-0.5420464464793747
1757143974.8274863,-0.17528994405358164,-44.88249044495008,-0.5288734642425919,-0.5364698764762916
1757143974.9954467,-0.13269872613633346,-45.134666620029236,-0.506431801879542,-0.517696029268459
1757143975.1590474,-0.04915861080577409,-46.13120744369086,-0.4683457090504236,-0.4858913798397957
1757143975.3214295,0.07734577654832689,-47.872129371311004,-0.41340559954192446,-0.44004840543894663
1757143975.4852924,0.18900713085216664,-49.44740527274057,-0.36537762305125493,-0.39997048730132234
1757143975.6467183,0.2884759775909609,-50.93791686029982,-0.32364140258676066,-0.3651411798075178
1757143975.8095453,0.4037872670598015,-52.825717214794594,-0.2771613753607669,-0.32636353861804523
1757143975.9749768,0.5462651066563353,-55.1403056063742,-0.21949576773812413,-0.2782705027355743
1757143976.1390429,0.6936773361715409,-57.38329032605549,-0.1580014885563204,-0.22699423517478445
1757143976.300968,0.8339725600535767,-59.51412580975271,-0.09942322702552754,-0.17815497807073882
1757143976.4640768,0.9872248583547614,-61.53841951926508,-0.0317832352764722,-0.12177176601527007
1757143976.6252177,1.0999298843579217,-63.46149854330182,0.012749193045631727,-0.08465004325405734
1757143976.7838745,1.1773496503824876,-65.0231499497549,0.04045146838311996,-0.06155667430630518
1757143976.9444957,1.2341343833441676,-66.14004016650054,0.06111250467557883,-0.044333209992921674
1757143977.1061296,1.297736559288043,-66.99852048849777,0.08896863319068447,-0.02111692524095632
1757143977.2671628,1.3728179477428608,-67.5687520873639,0.12717641359423698,0.01072145299779137
1757143977.4239945,1.4504213140047046,-67.60717506344004,0.17328506229246637,0.04913890636795193
1757143977.5828078,1.5346707041417191,-67.41573118148385,0.22614682388573742,0.09317804025602106
1757143977.7419996,1.6169701097991962,-67.14710030783446,0.278771850231304,0.13701405182125348
1757143977.9040565,1.819770619735872,-67.93260456063122,0.3910634684998764,0.23055926426162388
1757143978.0642643,2.228669316761163,-69.53597433259965,0.6172293714802983,0.41897491505458506
1757143978.2254055,2.8386678692031344,-71.05917561596966,0.9650642802097936,0.7087421784418706
1757143978.3871179,3.541601514469784,-72.50621683517117,1.3696291078237492,1.0457385888831803
1757143978.5485334,4.3221397706554745,-73.88090599341261,1.8216853656706686,1.422260825393611
1757143978.712177,5.125593882128804,-75.18686069374198,2.2883827229800384,1.8109283341269822
1757143978.8734312,6.006261629123438,-76.42751765905487,2.8022565102601056,2.23885563797117
1757143979.0359004,6.874332050627471,-77.60614177610212,3.3093876154478674,2.6611046075527143
1757143979.197383,7.744101165869535,-78.72583468729701,3.8183108921935225,3.084792236061797
1757143979.360661,8.60920800485389,-79.78954295293215,4.325183085185179,3.5067085728976237
1757143979.52162,9.598528908016958,-80.80006580528554,4.907291768431618,3.991263795955623
1757143979.6821136,10.616619487610006,-81.76006251502126,5.507346891152154,4.49070911865479
1757143979.8436553,11.705176902816907,-82.67205938927019,6.150349266223071,5.025867857515752
1757143980.0037878,12.86017150616239,-83.53845641980668,6.833845174178584,5.594701188883128
1757143980.1633406,13.96716293085427,-84.36153359881634,7.489142731216323,6.139966129438972
1757143980.3171654,15.018804784311556,-85.14345691887551,8.111768951045642,6.657967822967023
1757143980.4767504,16.017864545095975,-85.88628407293173,8.70343192037722,7.15006943181867
1757143980.6315212,16.966971317841175,-86.59196986928514,9.265606671701759,7.617565960227736
1757143980.78815,17.868622751949115,-87.26237137582088,9.79981541462071,8.061687662216348
1757143980.9465208,18.725191614351658,-87.89925280702982,10.307457768016546,8.48360327910553
1757143981.1018624,19.538932033634076,-88.50429016667833,10.789821668695684,8.884423115150256
1757143981.2583551,20.311985431952372,-89.07907565834441,11.248205829567695,9.265201959392742
1757143981.4124992,20.97981053779616,-89.62512187542718,11.643827575446716,9.593654050143808
1757143981.5669966,21.477409576183447,-90.14386578165582,11.937681854244143,9.837266130275166
1757143981.7232695,21.21168614632447,-90.63667249257303,11.77384987866802,9.699476348236505
1757143981.8801765,20.955081808032904,-91.10483886794437,11.615770382069474,9.566492515337009
1757143982.0376322,20.82126700290958,-91.54959692454715,11.531639474734495,9.495137532209318
1757143982.1913855,20.79275810756757,-91.97211707831978,11.510920938069503,9.476657883000586
1757143982.351469,20.77366778290818,-92.37351122440379,11.496164850164332,9.463098779210053
1757143982.5114493,20.64363631789607,-92.7548356631836,11.415073025240517,9.394269802316199
1757143982.6731477,20.441447654619672,-93.11709388002441,11.290914867188757,9.289552888509592
1757143982.830026,20.01624898442836,-90.47054552147242,11.068982291192851,9.103419036999455
1757143982.9831927,19.484627847996858,-86.22917464131096,10.802266215976095,8.88002217758532
1757143983.1365685,18.958027957748502,-81.76573440051358,10.541196049074754,8.661356634869115
1757143983.2875488,18.356876199372188,-76.25932624722985,10.247852494034506,8.415844837213795
1757143983.4422097,18.042975498915908,-77.44635993486835,10.046543181680176,8.24702415010927
1757143983.5921328,17.711992285646136,-78.57404193812494,9.835630933448673,8.070255723441818
1757143983.7434168,17.260959884422302,-79.64533984121869,9.553341117943196,7.834026543798965
1757143983.8968081,16.776588400058365,-80.66307284915774,9.251668222994615,7.581663471537605
1757143984.0450642,16.13785320307791,-79.74562011917544,8.880514741840354,7.271470400347201
1757143984.19527,15.809720642335025,-80.75833911321666,8.672548484461807,7.0972769300353455
1757143984.345478,15.14986745180534,-78.58587149074675,8.303726079603637,6.7890750109952025
1757143984.4965522,14.638365309226058,-77.69463657862397,8.00850782774568,6.542236288826789
1757143984.6455364,14.444899239885972,-78.80990474969276,7.880003543201623,6.434350572446059
1757143984.7945054,14.038580233664073,-78.64042467944445,7.639174610268482,6.232885870037592
1757143984.9464483,13.591921941509067,-77.29699559329937,7.388215936578461,6.02299101482154
1757143985.1014047,11.162325844433614,-68.4321458136344,6.037595380901183,4.896841464080463
1757143985.2537534,9.335129390163592,-60.010538522952686,5.042956281033233,4.0674593098522696
1757143985.4073656,7.118372920655412,-52.01001159680505,3.8093756282012152,3.0390863443596556
1757143985.5550478,5.012454274622641,-44.40951101696479,2.6373349842717984,2.0621320271416725
1757143985.7064242,3.011831560891509,-37.18903546611655,1.5237787244529895,1.1340254257845892
1757143985.8607337,1.1112399828469335,-30.329583692810722,0.4657761311930104,0.2523241544953595
1757143986.018982,-0.6943220162954133,-23.813104508170184,-0.5394559572046318,-0.5852920532294086
1757143986.1806464,-1.1682006668386749,-18.58405740654097,-0.7611590670782511,-0.7699409074847472
1757143986.3322842,-2.859790633496741,-12.654854536213922,-1.7051986001382324,-1.55644386211051
1757143986.4892738,-4.466801101821904,-7.022111809403224,-2.602173630572311,-2.3036216690049844
1757143986.6445594,-5.0334805112236065,-1.671006218933063,-2.878361376398903,-2.533450317801134
1757143986.8022442,-3.97486554862019,-6.58745590798641,-2.302513568509689,-2.053307333389959
1757143986.9584162,-5.200678526529757,-1.258083112587089,-2.974456932436343,-2.6129200943907493
1757143987.1120272,-6.690644600203268,3.8048210430422653,-3.808189796542069,-3.3072740896712114
1757143987.2692459,-8.106112370193104,8.614579990890151,-4.600376995260941,-3.9669103851876506
1757143987.424289,-9.450806751683448,13.183850991345643,-5.353074595801101,-4.5935648659282675
1757143987.5789886,-10.728266414099275,17.52465844177836,-6.068263388941039,-5.188886622631854
1757143987.733279,-11.941853093394311,21.648425519689443,-6.747818071698381,-5.754442291500261
1757143987.8868291,-13.094760438724595,25.56600424370497,-7.393517606271826,-6.2917201769252475
1757143988.043088,-13.195204253870275,28.645371954493353,-7.417817667479705,-6.3111484073902036
1757143988.199434,-13.45941578952881,32.213103356768684,-7.534533634504569,-6.407576861196718
1757143988.3554387,-13.476406671881593,34.12008124557087,-7.522842359472443,-6.397002523485088
1757143988.515327,-13.635303184753578,37.41407718329233,-7.579682571551074,-6.443510820543866
1757143988.6737332,-13.579946030276641,37.82353804275564,-7.542570417087033,-6.411737634710764
1757143988.8289778,-13.164159836016836,36.890289702782155,-7.305262208652171,-6.213177020980597
1757143988.9919217,-12.716874371529226,37.82177981816795,-7.026687492763578,-5.980219387582934
