time_sec,zeta_ema,b_ema,u,e_sum
1761798356.1985493,-10.20292106631873,100.0,-0.6087631989561899,-0.20292106631872997
1761798356.3666484,-10.190895511660019,100.0,-0.5726865349800558,-0.1908955116600186
1761798356.5324173,-10.14491508429784,100.0,-0.4347452528935225,-0.14491508429784083
1761798356.6965168,-10.09843864961725,100.0,-0.2953159488517514,-0.09843864961725046
1761798356.8614333,-10.065970359027867,100.0,-0.19791107708360123,-0.06597035902786708
1761798357.024471,-10.037698400906184,100.0,-0.11309520271855078,-0.03769840090618359
1761798357.1877713,-10.022555119044467,100.0,-0.06766535713340183,-0.022555119044467276
1761798357.3536663,-10.023089235956013,100.0,-0.06926770786803793,-0.023089235956012644
1761798357.518264,-10.034865405795784,100.0,-0.10459621738735336,-0.034865405795784454
1761798357.6855338,-10.059356380806287,100.0,-0.1780691424188614,-0.059356380806287135
1761798357.8513987,-10.064229242842023,100.0,-0.19268772852606908,-0.06422924284202303
1761798358.0211306,-10.070103435912324,100.0,-0.21031030773697346,-0.07010343591232449
1761798358.194334,-10.09424876346058,100.0,-0.28274629038174126,-0.09424876346058042
1761798358.3637598,-10.118748800110549,100.0,-0.3562464003316457,-0.11874880011054856
1761798358.5329163,-10.147940621121865,100.0,-0.4438218633655957,-0.14794062112186523
1761798358.7031264,-10.17264741468125,100.0,-0.517942244043752,-0.17264741468125067
1761798358.8717518,-10.199885405275314,100.0,-0.5996562158259415,-0.19988540527531384
1761798359.0402153,-10.22537592581355,100.0,-0.6761277774406498,-0.22537592581354993
1761798359.208753,-10.242682883688522,100.0,-0.7280486510655653,-0.24268288368852176
1761798359.3767972,-10.236880469393013,100.0,-0.710641408179038,-0.23688046939301266
1761798359.5441008,-10.24646746284536,100.0,-0.7394023885360781,-0.24646746284535936
1761798359.714543,-10.251601145748625,100.0,-0.7548034372458741,-0.2516011457486247
1761798359.8806772,-10.247984482626233,100.0,-0.7439534478786989,-0.24798448262623296
1761798360.0489626,-10.256460617076463,100.0,-0.7693818512293902,-0.2564606170764634
1761798360.2165184,-10.241037107096663,100.0,-0.7231113212899878,-0.2410371070966626
1761798360.3830855,-10.247192849474374,100.0,-0.7415785484231208,-0.2471928494743736
1761798360.5492275,-10.280251612533492,100.0,-0.8407548376004765,-0.2802516125334922
1761798360.7175434,-10.364657887573932,100.0,-1.0939736627217957,-0.3646578875739319
1761798360.8831828,-10.477661164917647,100.0,-1.432983494752941,-0.477661164917647
1761798361.0522306,-10.601931983930065,100.0,-1.805795951790195,-0.601931983930065
1761798361.222029,-10.242890522844675,100.0,-0.7286715685340255,-0.24289052284467516
1761798361.381265,-10.417345632780322,90.0,-4.252036898340965,-1.4173456327803216
1761798361.5407,-9.751688369299263,80.5,-5.1050651078977864,-1.7016883692992621
1761798361.7018628,-9.473744716024424,71.475,-6.978734148073271,-2.3262447160244237
1761798361.8619974,-9.882200596220516,63.225001831054676,-10.679101239345142,-3.5597004131150474
1761798362.0243225,-9.79671216369953,55.06375173950194,-12.871010969248008,-4.290336989749336
1761798362.1811037,-9.562146249842861,47.31056415252684,-14.493269503770534,-4.831089834590178
1761798362.338604,-9.404138624927011,39.945035944900496,-16.228905091310885,-5.409635030436961
1761798362.5001872,-9.303098973877804,32.94778414765547,-18.02496167733677,-6.008320559112256
1761798362.6625173,-8.653927678252456,34.022986912623765,-15.754886960970238,-5.251628986990079
1761798362.8252747,-8.238837606376348,36.136801479956446,-13.875472375142111,-4.625157458380704
1761798362.9922893,-7.863825077148916,37.73303567048499,-12.271564530301251,-4.090521510100417
1761798363.1535428,-7.422178289906193,30.846383886960737,-13.012619703630358,-4.3375399012101195
1761798363.313038,-7.008603977695314,24.304064692612698,-13.734592525302133,-4.5781975084340445
1761798363.470642,-6.938066056528139,18.088861457982063,-15.387539732189797,-5.129179910729932
1761798363.6290624,-7.863771892190502,17.085963289791824,-18.465526689633958,-6.155175563211319
1761798363.793796,-8.406425239414473,15.98091310542003,-20.425001786617408,-6.80833392887247
1761798363.9559808,-8.956145538570459,15.188152719707457,-22.31199079979914,-7.437330266599713
1761798364.116618,-9.320108605422453,13.359907631787268,-23.952353526731176,-7.984117842243726
1761798364.278405,-9.796196928966028,12.481610874808805,-25.644107524455443,-8.548035841485147
1761798364.4383254,-10.58392805236636,16.857530331068364,-26.69452505777857,-8.898175019259524
1761798364.5999212,-10.31458172260876,21.014653814514947,-24.639349023471794,-8.213116341157265
1761798364.7698903,-10.155540969036,24.119079357431776,-23.230899099878464,-7.743633033292822
1761798364.9350183,-9.632433217027662,25.788985603793584,-21.160603969944912,-7.053534656648304
1761798365.0962741,-8.746837595299814,25.507406807002344,-18.588290743798737,-6.196096914599579
1761798365.2560215,-8.493786267674105,27.822932310158084,-17.13447910997489,-5.711493036658297
1761798365.4184542,-7.8602103547496895,27.882168976357942,-15.215980371341686,-5.071993457113895
1761798365.5768428,-7.2704334247540565,28.004670863843753,-13.409899015109044,-4.469966338369681
1761798365.736203,-6.666259716849483,27.733985965671096,-11.67858336084712,-3.8928611202823733
1761798365.8925333,-6.377167923605351,28.92369238332992,-10.454396055817076,-3.484798685272359
1761798366.0531564,-7.724594279317174,32.47750776416342,-13.430530508702493,-4.476843502900831
1761798366.213777,-7.252190750816173,34.64720384812321,-11.362411098011556,-3.787470366003852
1761798366.3746343,-7.438885174075535,37.91484365571705,-10.942202425511491,-3.6474008085038303
1761798366.536178,-7.612187278057916,41.0191014729312,-10.530831392294388,-3.5102771307647957
1761798366.6981227,-7.814412920868887,43.968146399284635,-10.252794842821269,-3.417598280940423
1761798366.8613188,-7.259920883910525,45.18001472934482,-8.225758232928131,-2.7419194109760436
1761798367.0207498,-6.919623239139552,45.92803036555824,-6.980460607751184,-2.326820202583728
1761798367.1830554,-6.280676402782245,44.74656548515875,-5.418059562799109,-1.8060198542663697
1761798367.3439617,-6.299613654840092,46.14937392965081,-5.054028785625033,-1.684676261875011
1761798367.5083177,-6.138341513491368,46.651748296522754,-4.419500051517279,-1.4731666838390929
1761798367.6715188,-6.882347689922513,49.31916088169662,-5.851294805258553,-1.9504316017528511
1761798367.8375046,-7.280063992255,51.77585946908151,-6.307434136040546,-2.1024780453468486
1761798367.996009,-5.195639001565589,44.187066495627434,-2.330797056008538,-0.7769323520028459
1761798368.1600688,-4.806904345627172,44.102917447884636,-1.1898378025161236,-0.39661260083870786
1761798368.322285,-4.353684262813892,44.55190842394011,0.30451973874035865,0.10150657958011955
1761798368.4840572,-3.737247884832499,43.27530511013446,1.7708478785428419,0.5902826261809473
1761798368.645863,-3.109002224141899,40.60326253376592,2.85397208770408,0.9513240292346934
1761798368.8080719,-3.0006049821355103,40.70709312808592,3.210312992019246,1.070104330673082
1761798368.9674828,-1.563535548458422,33.67173847168162,5.4109148961292215,1.8036382987097406
1761798369.1312108,0.24497665529506585,26.988151548097537,8.83137543031446,2.9437918101048197
1761798369.2910912,-0.34021147800679685,30.63874397069266,8.170988757187407,2.7236629190624693
1761798369.4534786,-0.8547168838733028,34.10680677215802,7.6678913800275,2.5559637933425
1761798369.6186163,-1.3670055204993399,37.40146643355012,7.119423368567016,2.3731411228556722
1761798369.786007,-1.858358976011238,40.53139311187261,6.584341005528071,2.1947803351760236
1761798369.950245,-2.3170792489513987,43.50482345627898,6.100209290029499,2.0334030966764995
1761798370.1110811,-2.8189421234331498,46.32958228346503,5.44204831474006,1.8140161049133532
1761798370.271279,-3.3036083252143733,49.013103169291774,4.793105975144413,1.5977019917148043
1761798370.4306479,-3.6704615908231615,51.56244801082718,4.457349630778671,1.485783210259557
1761798370.5884604,-4.6758707393703824,51.287292109614434,1.3585754147731839,0.4528584715910613
1761798370.7481961,-5.409227699838387,48.71367911930037,-1.613579363725048,-0.5378597879083493
1761798370.9063153,-5.344523646694612,41.277995163335355,-3.65017239108323,-1.2167241303610767
1761798371.0670924,-5.115284216750743,34.214095405168585,-5.081624028701652,-1.693874676233884
1761798371.2268136,-4.873479778798051,27.503390634910154,-6.369422145921106,-2.123140715307035
1761798371.3856432,-4.613495385617063,21.128221103164645,-7.502019825901796,-2.5006732753005987
1761798371.5455642,-4.315021590562207,15.071810048006412,-8.423521757284696,-2.8078405857615656
1761798371.704916,-4.098941200191307,9.318219545606091,-9.501357736892095,-3.167119245630698
1761798371.8675709,-4.46573796227952,13.852308568325785,-9.241521316340824,-3.0805071054469413
1761798372.028598,-4.837259070452165,18.159693139909496,-9.063869269383648,-3.021289756461216
1761798372.1928189,-5.162573746400382,22.251708482914022,-8.812208694326937,-2.9374028981089793
1761798372.358766,-5.522466976423502,26.13912305876832,-8.725664011640008,-2.9085546705466694
1761798372.523572,-5.872314277321564,29.8321669058299,-8.667292760215721,-2.8890975867385738
1761798372.6884737,-6.193797421335125,33.340558560538405,-8.579224695843854,-2.8597415652812845
1761798372.8493671,-6.504299076681333,36.673530632511486,-8.510838040290553,-2.8369460134301843
1761798373.020361,-6.805026257704444,39.83985410088591,-8.46312254284756,-2.821040847615853
1761798373.1869686,-7.085310699976692,42.84786139584161,-8.401573681177592,-2.800524560392531
1761798373.3520527,-7.363688864623853,45.70546832604953,-8.3794260960567,-2.7931420320189
1761798373.5136783,-7.65838717857955,48.420194909747046,-8.449103062814533,-2.8163676876048447
1761798373.679168,-7.937233967264097,50.99918516425969,-8.511946352514384,-2.837315450838128
1761798373.8417592,-8.200800220713637,53.449225906046706,-8.567632890326896,-2.8558776301089654
1761798374.0093787,-8.451972320197363,55.776764610744365,-8.622887577368779,-2.8742958591229266
1761798374.1789255,-8.676581393472773,57.98792638020714,-8.633366266356177,-2.877788755452059
1761798374.346613,-8.903836641960146,60.088530061196785,-8.684950907521399,-2.8949836358404664
1761798374.514076,-9.079281082292558,62.084103558136945,-8.612612179436592,-2.8708707264788638
1761798374.6794271,-9.289187029017164,63.9798983802301,-8.673591572982462,-2.891197190994154
1761798374.8461328,-9.48667440341164,65.7809034612186,-8.725752171869342,-2.9085840572897803
1761798375.0103948,-9.646733373899627,67.49185828815766,-8.692642635251584,-2.897547545083861
1761798375.1742263,-9.825354232365289,69.11726537374977,-8.740883084970932,-2.9136276949903106
1761798375.3362277,-9.997376449183303,70.66140210506228,-8.793708716031224,-2.9312362386770747
1761798375.5023894,-10.160255820464982,72.12833199980916,-8.842267861452196,-2.9474226204840654
1761798375.6658792,-10.315130459632773,73.5219153998187,-8.888816758952707,-2.9629389196509024
1761798375.8346603,-10.421890950200938,74.84581962982776,-8.811926961654484,-2.9373089872181612
1761798376.0016444,-10.56469644427109,76.10352864833636,-8.863030738312363,-2.954343579437454
1761798376.167129,-10.685924846468547,77.29835221591955,-8.868268874629775,-2.9560896248765918
1761798376.3336139,-10.81343084833152,78.43343460512357,-8.910262163457485,-2.970087387819162
1761798376.5008159,-10.912585269888941,79.51176287486739,-8.884226947206608,-2.9614089824022027
1761798376.665798,-11.029688226090538,80.53617473112402,-8.92821225893441,-2.9760707529781367
1761798376.834605,-11.100244468014772,81.50936599456782,-8.847923605673968,-2.949307868557989
1761798377.000955,-11.195153137329486,82.43389769483942,-8.855290103536632,-2.951763367845544
1761798377.1665432,-11.297589351007444,83.31220281009745,-8.899107209993096,-2.9663690699976986
1761798377.331871,-11.394956253772623,84.14659266959256,-8.940890960440099,-2.980296986813366
1761798377.498654,-11.488277593916022,84.93926303611293,-8.983053870914183,-2.994351290304728
1761798377.6609995,-11.576614149095708,85.69229988430729,-9.022152481994935,-3.0073841606649783
1761798377.8229923,-11.659974784948416,86.40768489009191,-9.057618887817672,-3.019206295939224
1761798377.987628,-11.738128742310492,87.08730064558732,-9.088196033255278,-3.029398677751759
1761798378.1508825,-11.813168983356588,87.73293561330794,-9.119626266077383,-3.039875422025794
1761798378.3135307,-11.886546760461341,88.34628883264254,-9.155753631591258,-3.051917877197086
1761798378.4766324,-11.955626748182903,88.92897439101041,-9.188187927245584,-3.0627293090818615
1761798378.6437414,-12.021007499167922,89.48252567145988,-9.2182647960658,-3.072754932021933
1761798378.8104277,-12.083791171527029,90.00839938788688,-9.24885369821502,-3.08295123273834
1761798378.9727182,-12.142596331502313,90.50797941849254,-9.275395168959177,-3.091798389653059
1761798379.136416,-12.199748979908277,90.98258044756791,-9.304472805454456,-3.101490935151485
1761798379.3021214,-12.253231942213523,91.43345142518952,-9.329660399083714,-3.1098867996945714
1761798379.4669363,-12.303162231623231,91.86177885393003,-9.350953038690681,-3.116984346230227
1761798379.6305943,-12.351577528168901,92.26868991123352,-9.374125611136648,-3.1247085370455494
1761798379.7915797,-12.397860117214556,92.65525541567185,-9.397003726942115,-3.1323345756473717
1761798379.9598742,-12.442028991465522,93.02249264488825,-9.41933918093009,-3.1397797269766965
1761798380.1265624,-12.4707695409462,93.37136801264383,-9.40089821904545,-3.1336327396818167
1761798380.2942717,-12.497791204508632,93.70279961201163,-9.382533729922406,-3.1275112433074685
1761798380.4598737,-12.53582374053564,94.01765963141105,-9.402173332183605,-3.134057777394535
1761798380.6275766,-12.561061447933296,94.31677664984049,-9.388151348847742,-3.1293837829492475
1761798380.7923138,-12.595538177859018,94.60093781734847,-9.406333188372514,-3.1354443961241714
1761798380.9579775,-12.615474594466555,94.87089092648104,-9.385156505455354,-3.1283855018184514
1761798381.1207476,-12.648723072003358,95.12734638015698,-9.407965301962978,-3.1359884339876594
1761798381.2866082,-12.679528829337638,95.37097906114913,-9.427292769668172,-3.142430923222724
1761798381.4530132,-12.695493403114286,95.60243010809167,-9.405751176915357,-3.135250392305119
1761798381.6194208,-12.712190014010208,95.82230860268707,-9.389877461224502,-3.129959153741501
1761798381.7855272,-12.729001892399053,96.03119317255272,-9.377647725431341,-3.1258825751437804
1761798381.951495,-12.74239835158159,96.22963351392508,-9.358305000567245,-3.119435000189082
1761798382.1193056,-12.768636693203561,96.41815183822882,-9.380464528142033,-3.1268215093806777
1761798382.2855344,-12.79365052199553,96.59724424631737,-9.401778292091377,-3.1339260973637924
1761798382.4467747,-12.816064257873903,96.7673820340015,-9.417978163421257,-3.1393260544737522
1761798382.6138725,-12.826028466702619,96.92901293230142,-9.399381520417426,-3.1331271734724755
1761798382.780239,-12.836070913530452,97.08256228568634,-9.383444054885453,-3.127814684961818
1761798382.9475994,-12.857624721064377,97.22843417140201,-9.404343911772525,-3.134781303924175
1761798383.1156898,-12.853391518153249,97.36701246283191,-9.350070815610172,-3.1166902718700573
1761798383.281689,-12.862205048858746,97.49866183969031,-9.337016594669139,-3.112338864889713
1761798383.4525409,-12.845497365232946,97.6237287477058,-9.249373471387097,-3.0831244904623656
1761798383.6190584,-12.828002102836777,97.7425423103205,-9.161243615414177,-3.0537478718047257
1761798383.7858,-12.851572491011588,97.85541519480448,-9.198092914593419,-3.0660309715311396
1761798383.951885,-12.872807934301584,97.96264443506425,-9.229630472385475,-3.0765434907951583
1761798384.1181107,-12.84994919766646,98.06451221331103,-9.130493929006068,-3.043497976335356
1761798384.2854288,-12.871990884206477,98.16128660264548,-9.167586671825788,-3.0558622239419293
1761798384.4549086,-12.85037200711041,98.2532222725132,-9.07514933957727,-3.0250497798590903
1761798384.621757,-12.85890206703321,98.34056115888754,-9.074537853433364,-3.0248459511444548
1761798384.787554,-12.84251545824942,98.42353310094316,-9.000486444465306,-3.000162148155102
1761798384.9528775,-12.863540377323032,98.502356445896,-9.039914198200293,-3.013304732733431
1761798385.1189432,-12.871998766858368,98.57723862360119,-9.042824713494747,-3.014274904498249
1761798385.2848876,-12.867609672555366,98.64837669242112,-9.008316009939756,-3.002772003313252
1761798385.4514236,-12.864041563042587,98.71595785780006,-8.977337331787739,-2.9924457772625797
1761798385.616061,-12.83810008402681,98.78015996491006,-8.880252262607408,-2.9600840875358028
1761798385.7816246,-12.822338487647123,98.84115196666455,-8.814669872941998,-2.938223290980666
1761798385.94694,-12.79995291893188,98.89909436833132,-8.73013044629624,-2.9100434820987466
1761798386.11354,-12.779062376333062,98.95413964991475,-8.650945234024757,-2.8836484113415857
1761798386.2795348,-12.77979007225945,99.006432667419,-8.637440416552645,-2.879146805517548
1761798386.4488983,-12.780136248654413,99.05611103404804,-8.623575435748824,-2.874525145249608
1761798386.61467,-12.791832580295178,99.10330548234563,-8.644506096181845,-2.881502032060615
1761798386.7783551,-12.815664727907006,99.14814020822834,-8.702552121252513,-2.900850707084171
1761798386.9467406,-12.797128043025328,99.19073319781693,-8.634164169730903,-2.8780547232436344
1761798387.1132247,-12.7844084435474,99.23119653792608,-8.583866369264374,-2.8612887897547914
1761798387.2783484,-12.771654295631505,99.26963671102978,-8.53407187358558,-2.8446906245285266
1761798387.446979,-12.782328859292312,99.30615487547828,-8.555140115233447,-2.8517133717444825
1761798387.6137528,-12.77893448129962,99.34084713170436,-8.53454930438755,-2.8448497681291833
1761798387.782059,-12.761271955995625,99.37380477511914,-8.471674435451128,-2.8238914784837092
1761798387.9523573,-12.749616267589154,99.40511453636317,-8.427314441858506,-2.8091048139528354
1761798388.1211374,-12.734019847901713,99.434858809545,-8.371601900841636,-2.790533966947212
1761798388.2871664,-12.736978069526403,99.46311586906775,-8.371999447858883,-2.7906664826196277
1761798388.4509537,-12.726403465671664,99.48996007561436,-8.332222374330682,-2.7774074581102273
1761798388.6159604,-12.717298773192523,99.51546207183364,-8.297257698027476,-2.7657525660091586
1761798388.7809446,-12.70895506332318,99.53968896824195,-8.264958499496952,-2.754986166498984
1761798388.9461336,-12.701615668540198,99.56270451982985,-8.236035649671635,-2.7453452165572116
1761798389.1117556,-12.692301210110136,99.58456929383836,-8.201532842178901,-2.7338442807263004
1761798389.2774644,-12.686398422248672,99.60534082914643,-8.177593018002087,-2.725864339334029
